gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000122642	FKBP9	FKBP prolyl isomerase 9	7p14.3	protein_coding	15	1396	1.07	153	16508	0.93	1522	668	43.89	93	6.11	15	Cancer Gene Census
ENSG00000126746	ZNF384	zinc finger protein 384	12p13.31	protein_coding	15	1396	1.07	131	16508	0.79	1522	455	29.89	183	12.02	16	Cancer Gene Census
ENSG00000132475	H3-3B	H3.3 histone B	17q25.1	protein_coding	15	1396	1.07	74	16508	0.45	1522	559	36.73	80	5.26	16	Cancer Gene Census
ENSG00000142208	AKT1	AKT serine/threonine kinase 1	14q32.33	protein_coding	15	1396	1.07	176	16508	1.07	1522	320	21.02	295	19.38	12	Cancer Gene Census
ENSG00000144476	ACKR3	atypical chemokine receptor 3	2q37.3	protein_coding	15	1396	1.07	153	16508	0.93	1522	277	18.20	223	14.65	17	Cancer Gene Census
ENSG00000150907	FOXO1	forkhead box O1	13q14.11	protein_coding	15	1396	1.07	164	16508	0.99	1522	103	6.77	648	42.58	15	Cancer Gene Census
ENSG00000154767	XPC	XPC complex subunit, DNA damage recognition and repair factor	3p25.1	protein_coding	15	1396	1.07	144	16508	0.87	1522	90	5.91	628	41.26	15	Cancer Gene Census
ENSG00000158715	SLC45A3	solute carrier family 45 member 3	1q32.1	protein_coding	15	1396	1.07	137	16508	0.83	1522	802	52.69	41	2.69	17	Cancer Gene Census
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1q32.1	protein_coding	15	1396	1.07	176	16508	1.07	1522	802	52.69	43	2.83	16	Cancer Gene Census
ENSG00000166888	STAT6	signal transducer and activator of transcription 6	12q13.3	protein_coding	15	1396	1.07	166	16508	1.01	1522	388	25.49	123	8.08	15	Cancer Gene Census
ENSG00000166949	SMAD3	SMAD family member 3	15q22.33	protein_coding	15	1396	1.07	160	16508	0.97	1522	204	13.40	404	26.54	15	Cancer Gene Census
ENSG00000169564	PCBP1	poly(rC) binding protein 1	2p13.3	protein_coding	15	1396	1.07	120	16508	0.73	1522	493	32.39	54	3.55	15	Cancer Gene Census
ENSG00000170836	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	17q23.2	protein_coding	15	1396	1.07	154	16508	0.93	1522	553	36.33	89	5.85	17	Cancer Gene Census
ENSG00000183770	FOXL2	forkhead box L2	3q22.3	protein_coding	15	1396	1.07	97	16508	0.59	1522	645	42.38	151	9.92	15	Cancer Gene Census
ENSG00000186575	NF2	neurofibromin 2	22q12.2	protein_coding	15	1396	1.07	198	16508	1.20	1522	325	21.35	321	21.09	15	Cancer Gene Census
ENSG00000187164	SHTN1	shootin 1	10q25.3	protein_coding	15	1396	1.07	151	16508	0.91	1522	177	11.63	386	25.36	15	Cancer Gene Census
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	6p22.1	protein_coding	15	1396	1.07	152	16508	0.92	1522	423	27.79	172	11.30	16	Cancer Gene Census
ENSG00000213281	NRAS	NRAS proto-oncogene, GTPase	1p13.2	protein_coding	15	1396	1.07	840	16508	5.09	1522	189	12.42	379	24.90	12	Cancer Gene Census
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	3p21.31	protein_coding	15	1396	1.07	119	16508	0.72	1522	54	3.55	686	45.07	17	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	15	1396	1.07	161	16508	0.98	1522	744	48.88	156	10.25	15	Cancer Gene Census
ENSG00000066117	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	12q13.12	protein_coding	14	1396	1.00	102	16508	0.62	1522	360	23.65	149	9.79	15	Cancer Gene Census
ENSG00000072274	TFRC	transferrin receptor	3q29	protein_coding	14	1396	1.00	143	16508	0.87	1522	733	48.16	173	11.37	14	Cancer Gene Census
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	10q24.32, 10q24.33	protein_coding	14	1396	1.00	110	16508	0.67	1522	171	11.24	400	26.28	14	Cancer Gene Census
ENSG00000078061	ARAF	A-Raf proto-oncogene, serine/threonine kinase	Xp11.3	protein_coding	14	1396	1.00	179	16508	1.08	1522	0	0.00	0	0.00	15	Cancer Gene Census
ENSG00000100644	HIF1A	hypoxia inducible factor 1 subunit alpha	14q23.2	protein_coding	14	1396	1.00	177	16508	1.07	1522	348	22.86	285	18.73	14	Cancer Gene Census
ENSG00000105662	CRTC1	CREB regulated transcription coactivator 1	19p13.11	protein_coding	14	1396	1.00	158	16508	0.96	1522	211	13.86	388	25.49	15	Cancer Gene Census
ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member	12q24.12	protein_coding	14	1396	1.00	128	16508	0.78	1522	321	21.09	209	13.73	15	Cancer Gene Census
ENSG00000117400	MPL	MPL proto-oncogene, thrombopoietin receptor	1p34.2	protein_coding	14	1396	1.00	148	16508	0.90	1522	272	17.87	227	14.91	13	Cancer Gene Census
ENSG00000130675	MNX1	motor neuron and pancreas homeobox 1	7q36.3	protein_coding	14	1396	1.00	78	16508	0.47	1522	489	32.13	170	11.17	15	Cancer Gene Census
ENSG00000133895	MEN1	menin 1	11q13.1	protein_coding	14	1396	1.00	163	16508	0.99	1522	331	21.75	158	10.38	14	Cancer Gene Census
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	10q23.33	protein_coding	14	1396	1.00	176	16508	1.07	1522	154	10.12	394	25.89	14	Cancer Gene Census
ENSG00000139163	ETNK1	ethanolamine kinase 1	12p12.1	protein_coding	14	1396	1.00	109	16508	0.66	1522	492	32.33	147	9.66	17	Cancer Gene Census
ENSG00000143549	TPM3	tropomyosin 3	1q21.3	protein_coding	14	1396	1.00	116	16508	0.70	1522	861	56.57	32	2.10	15	Cancer Gene Census
ENSG00000143556	S100A7	S100 calcium binding protein A7	1q21.3	protein_coding	14	1396	1.00	55	16508	0.33	1522	857	56.31	32	2.10	14	Cancer Gene Census
ENSG00000149948	HMGA2	high mobility group AT-hook 2	12q14.3	protein_coding	14	1396	1.00	81	16508	0.49	1522	419	27.53	113	7.42	14	Cancer Gene Census
ENSG00000170577	SIX2	SIX homeobox 2	2p21	protein_coding	14	1396	1.00	110	16508	0.67	1522	505	33.18	60	3.94	14	Cancer Gene Census
ENSG00000171843	MLLT3	MLLT3 super elongation complex subunit	9p21.3	protein_coding	14	1396	1.00	132	16508	0.80	1522	161	10.58	688	45.20	14	Cancer Gene Census
ENSG00000172409	CLP1	cleavage factor polyribonucleotide kinase subunit 1	11q12.1	protein_coding	14	1396	1.00	94	16508	0.57	1522	320	21.02	152	9.99	13	Cancer Gene Census
ENSG00000177606	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	1p32.1	protein_coding	14	1396	1.00	86	16508	0.52	1522	222	14.59	286	18.79	14	Cancer Gene Census
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	11q22.2	protein_coding	13	1396	0.93	151	16508	0.91	1522	337	22.14	231	15.18	15	Cancer Gene Census
ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	8q22.3	protein_coding	13	1396	0.93	128	16508	0.78	1522	752	49.41	59	3.88	14	Cancer Gene Census
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein	11q14.2	protein_coding	13	1396	0.93	143	16508	0.87	1522	365	23.98	194	12.75	13	Cancer Gene Census
ENSG00000074266	EED	embryonic ectoderm development	11q14.2	protein_coding	13	1396	0.93	118	16508	0.71	1522	365	23.98	192	12.61	13	Cancer Gene Census
ENSG00000099956	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	22q11.23	protein_coding	13	1396	0.93	149	16508	0.90	1522	346	22.73	312	20.50	13	Cancer Gene Census
ENSG00000104884	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	19q13.32	protein_coding	13	1396	0.93	196	16508	1.19	1522	294	19.32	270	17.74	15	Cancer Gene Census
ENSG00000105810	CDK6	cyclin dependent kinase 6	7q21.2	protein_coding	13	1396	0.93	94	16508	0.57	1522	575	37.78	94	6.18	14	Cancer Gene Census
ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling	10q24.32	protein_coding	13	1396	0.93	127	16508	0.77	1522	172	11.30	394	25.89	13	Cancer Gene Census
ENSG00000108091	CCDC6	coiled-coil domain containing 6	10q21.2	protein_coding	13	1396	0.93	134	16508	0.81	1522	210	13.80	339	22.27	13	Cancer Gene Census
ENSG00000111679	PTPN6	protein tyrosine phosphatase non-receptor type 6	12p13.31	protein_coding	13	1396	0.93	153	16508	0.93	1522	454	29.83	180	11.83	13	Cancer Gene Census
ENSG00000116560	SFPQ	splicing factor proline and glutamine rich	1p34.3	protein_coding	13	1396	0.93	116	16508	0.70	1522	227	14.91	242	15.90	14	Cancer Gene Census
ENSG00000126778	SIX1	SIX homeobox 1	14q23.1	protein_coding	13	1396	0.93	104	16508	0.63	1522	347	22.80	283	18.59	13	Cancer Gene Census
ENSG00000135679	MDM2	MDM2 proto-oncogene	12q15	protein_coding	13	1396	0.93	111	16508	0.67	1522	452	29.70	106	6.96	13	Cancer Gene Census
ENSG00000159216	RUNX1	RUNX family transcription factor 1	21q22.12	protein_coding	13	1396	0.93	271	16508	1.64	1522	223	14.65	385	25.30	13	Cancer Gene Census
ENSG00000163902	RPN1	ribophorin I	3q21.3	protein_coding	13	1396	0.93	97	16508	0.59	1522	576	37.84	172	11.30	14	Cancer Gene Census
ENSG00000174775	HRAS	HRas proto-oncogene, GTPase	11p15.5	protein_coding	13	1396	0.93	163	16508	0.99	1522	168	11.04	383	25.16	10	Cancer Gene Census
ENSG00000181449	SOX2	SRY-box transcription factor 2	3q26.33	protein_coding	13	1396	0.93	114	16508	0.69	1522	748	49.15	144	9.46	14	Cancer Gene Census
ENSG00000183161	FANCF	FA complementation group F	11p14.3	protein_coding	13	1396	0.93	85	16508	0.51	1522	230	15.11	267	17.54	13	Cancer Gene Census
ENSG00000221829	FANCG	FA complementation group G	9p13.3	protein_coding	13	1396	0.93	114	16508	0.69	1522	256	16.82	480	31.54	13	Cancer Gene Census
ENSG00000007312	CD79B	CD79b molecule	17q23.3	protein_coding	12	1396	0.86	68	16508	0.41	1522	561	36.86	80	5.26	13	Cancer Gene Census
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	3q25.1	protein_coding	12	1396	0.86	95	16508	0.58	1522	702	46.12	134	8.80	12	Cancer Gene Census
ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2	10q24.32	protein_coding	12	1396	0.86	159	16508	0.96	1522	171	11.24	394	25.89	12	Cancer Gene Census
ENSG00000087088	BAX	BCL2 associated X, apoptosis regulator	19q13.33	protein_coding	12	1396	0.86	78	16508	0.47	1522	251	16.49	316	20.76	12	Cancer Gene Census
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1	22q11.22	protein_coding	12	1396	0.86	94	16508	0.57	1522	354	23.26	301	19.78	12	Cancer Gene Census
ENSG00000108654	DDX5	DEAD-box helicase 5	17q23.3	protein_coding	12	1396	0.86	164	16508	0.99	1522	564	37.06	77	5.06	12	Cancer Gene Census
ENSG00000131653	TRAF7	TNF receptor associated factor 7	16p13.3	protein_coding	12	1396	0.86	152	16508	0.92	1522	341	22.40	258	16.95	13	Cancer Gene Census
ENSG00000132155	RAF1	Raf-1 proto-oncogene, serine/threonine kinase	3p25.2	protein_coding	12	1396	0.86	144	16508	0.87	1522	91	5.98	622	40.87	12	Cancer Gene Census
ENSG00000136826	KLF4	Kruppel like factor 4	9q31.2	protein_coding	12	1396	0.86	119	16508	0.72	1522	189	12.42	457	30.03	12	Cancer Gene Census
ENSG00000138413	IDH1	isocitrate dehydrogenase (NADP(+)) 1	2q34	protein_coding	12	1396	0.86	600	16508	3.63	1522	324	21.29	157	10.32	13	Cancer Gene Census
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3	15q26.1	protein_coding	12	1396	0.86	132	16508	0.80	1522	275	18.07	341	22.40	11	Cancer Gene Census
ENSG00000169925	BRD3	bromodomain containing 3	9q34.2	protein_coding	12	1396	0.86	188	16508	1.14	1522	189	12.42	468	30.75	13	Cancer Gene Census
ENSG00000178573	MAF	MAF bZIP transcription factor	16q23.2	protein_coding	12	1396	0.86	113	16508	0.68	1522	245	16.10	412	27.07	12	Cancer Gene Census
ENSG00000179218	CALR	calreticulin	19p13.13	protein_coding	12	1396	0.86	95	16508	0.58	1522	156	10.25	464	30.49	13	Cancer Gene Census
ENSG00000182185	RAD51B	RAD51 paralog B	14q24.1	protein_coding	12	1396	0.86	78	16508	0.47	1522	322	21.16	306	20.11	12	Cancer Gene Census
ENSG00000182511	FES	FES proto-oncogene, tyrosine kinase	15q26.1	protein_coding	12	1396	0.86	163	16508	0.99	1522	277	18.20	342	22.47	14	Cancer Gene Census
ENSG00000184402	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex	20q13.33	protein_coding	12	1396	0.86	93	16508	0.56	1522	561	36.86	118	7.75	13	Cancer Gene Census
ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1	17p13.2	protein_coding	11	1396	0.79	149	16508	0.90	1522	108	7.10	649	42.64	11	Cancer Gene Census
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	22q13.1	protein_coding	11	1396	0.79	85	16508	0.51	1522	302	19.84	339	22.27	11	Cancer Gene Census
ENSG00000105656	ELL	elongation factor for RNA polymerase II	19p13.11	protein_coding	11	1396	0.79	129	16508	0.78	1522	210	13.80	394	25.89	11	Cancer Gene Census
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1	11q23.1	protein_coding	11	1396	0.79	89	16508	0.54	1522	295	19.38	273	17.94	12	Cancer Gene Census
ENSG00000112561	TFEB	transcription factor EB	6p21.1	protein_coding	11	1396	0.79	113	16508	0.68	1522	431	28.32	158	10.38	11	Cancer Gene Census
ENSG00000118971	CCND2	cyclin D2	12p13.32	protein_coding	11	1396	0.79	101	16508	0.61	1522	451	29.63	185	12.16	11	Cancer Gene Census
ENSG00000119414	PPP6C	protein phosphatase 6 catalytic subunit	9q33.3	protein_coding	11	1396	0.79	122	16508	0.74	1522	183	12.02	452	29.70	11	Cancer Gene Census
ENSG00000121067	SPOP	speckle type BTB/POZ protein	17q21.33	protein_coding	11	1396	0.79	207	16508	1.25	1522	508	33.38	90	5.91	14	Cancer Gene Census
ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit	19p13.3	protein_coding	11	1396	0.79	126	16508	0.76	1522	133	8.74	486	31.93	11	Cancer Gene Census
ENSG00000132002	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	19p13.12	protein_coding	11	1396	0.79	68	16508	0.41	1522	167	10.97	444	29.17	11	Cancer Gene Census
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	6p21.1	protein_coding	11	1396	0.79	79	16508	0.48	1522	430	28.25	150	9.86	11	Cancer Gene Census
ENSG00000156531	PHF6	PHD finger protein 6	Xq26.2	protein_coding	11	1396	0.79	152	16508	0.92	1522	0	0.00	0	0.00	11	Cancer Gene Census
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	11p11.2	protein_coding	11	1396	0.79	102	16508	0.62	1522	274	18.00	207	13.60	11	Cancer Gene Census
ENSG00000158169	FANCC	FA complementation group C	9q22.32	protein_coding	11	1396	0.79	121	16508	0.73	1522	173	11.37	479	31.47	11	Cancer Gene Census
ENSG00000158711	ELK4	ETS transcription factor ELK4	1q32.1	protein_coding	11	1396	0.79	93	16508	0.56	1522	802	52.69	42	2.76	13	Cancer Gene Census
ENSG00000161547	SRSF2	serine and arginine rich splicing factor 2	17q25.1	protein_coding	11	1396	0.79	76	16508	0.46	1522	552	36.27	91	5.98	12	Cancer Gene Census
ENSG00000163399	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	1p13.1	protein_coding	11	1396	0.79	194	16508	1.18	1522	201	13.21	383	25.16	11	Cancer Gene Census
ENSG00000164438	TLX3	T cell leukemia homeobox 3	5q35.1	protein_coding	11	1396	0.79	80	16508	0.48	1522	232	15.24	485	31.87	11	Cancer Gene Census
ENSG00000165025	SYK	spleen associated tyrosine kinase	9q22.2	protein_coding	11	1396	0.79	178	16508	1.08	1522	163	10.71	481	31.60	11	Cancer Gene Census
ENSG00000185499	MUC1	mucin 1, cell surface associated	1q22	protein_coding	11	1396	0.79	83	16508	0.50	1522	862	56.64	31	2.04	11	Cancer Gene Census
ENSG00000266412	NCOA4	nuclear receptor coactivator 4	10q11.22	protein_coding	11	1396	0.79	117	16508	0.71	1522	226	14.85	315	20.70	11	Cancer Gene Census
ENSG00000276180	H4C9	H4 clustered histone 9	6p22.1	protein_coding	11	1396	0.79	76	16508	0.46	1522	420	27.60	173	11.37	12	Cancer Gene Census
ENSG00000002834	LASP1	LIM and SH3 protein 1	17q12	protein_coding	10	1396	0.72	75	16508	0.45	1522	448	29.43	144	9.46	10	Cancer Gene Census
ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	6q22.1	protein_coding	10	1396	0.72	90	16508	0.55	1522	187	12.29	437	28.71	10	Cancer Gene Census
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1	14q11.2	protein_coding	10	1396	0.72	72	16508	0.44	1522	386	25.36	252	16.56	10	Cancer Gene Census
ENSG00000107864	CPEB3	cytoplasmic polyadenylation element binding protein 3	10q23.32	protein_coding	10	1396	0.72	107	16508	0.65	1522	91	5.98	241	15.83	10	Cancer Gene Census
ENSG00000109471	IL2	interleukin 2	4q27	protein_coding	10	1396	0.72	45	16508	0.27	1522	89	5.85	539	35.41	11	Cancer Gene Census
ENSG00000110092	CCND1	cyclin D1	11q13.3	protein_coding	10	1396	0.72	143	16508	0.87	1522	457	30.03	120	7.88	11	Cancer Gene Census
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	12p13.1	protein_coding	10	1396	0.72	125	16508	0.76	1522	423	27.79	203	13.34	10	Cancer Gene Census
ENSG00000123983	ACSL3	acyl-CoA synthetase long chain family member 3	2q36.1	protein_coding	10	1396	0.72	123	16508	0.75	1522	278	18.27	206	13.53	9	Cancer Gene Census
ENSG00000126453	BCL2L12	BCL2 like 12	19q13.33	protein_coding	10	1396	0.72	100	16508	0.61	1522	250	16.43	312	20.50	10	Cancer Gene Census
ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor	3p25.3	protein_coding	10	1396	0.72	394	16508	2.39	1522	95	6.24	617	40.54	10	Cancer Gene Census
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	1q23.3	protein_coding	10	1396	0.72	52	16508	0.31	1522	845	55.52	30	1.97	10	Cancer Gene Census
ENSG00000146374	RSPO3	R-spondin 3	6q22.33	protein_coding	10	1396	0.72	86	16508	0.52	1522	201	13.21	418	27.46	10	Cancer Gene Census
ENSG00000153814	JAZF1	JAZF zinc finger 1	7p15.2, 7p15.1	protein_coding	10	1396	0.72	78	16508	0.47	1522	665	43.69	93	6.11	10	Cancer Gene Census
ENSG00000162924	REL	REL proto-oncogene, NF-kB subunit	2p16.1	protein_coding	10	1396	0.72	128	16508	0.78	1522	521	34.23	50	3.29	10	Cancer Gene Census
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	8q21.13	protein_coding	10	1396	0.72	76	16508	0.46	1522	687	45.14	101	6.64	11	Cancer Gene Census
ENSG00000171302	CANT1	calcium activated nucleotidase 1	17q25.3	protein_coding	10	1396	0.72	102	16508	0.62	1522	541	35.55	92	6.04	12	Cancer Gene Census
ENSG00000171310	CHST11	carbohydrate sulfotransferase 11	12q23.3	protein_coding	10	1396	0.72	127	16508	0.77	1522	314	20.63	201	13.21	10	Cancer Gene Census
ENSG00000171791	BCL2	BCL2 apoptosis regulator	18q21.33	protein_coding	10	1396	0.72	62	16508	0.38	1522	177	11.63	526	34.56	10	Cancer Gene Census
ENSG00000176302	FOXR1	forkhead box R1	11q23.3	protein_coding	10	1396	0.72	82	16508	0.50	1522	298	19.58	273	17.94	10	Cancer Gene Census
ENSG00000179750	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	22q13.1	protein_coding	10	1396	0.72	101	16508	0.61	1522	294	19.32	335	22.01	10	Cancer Gene Census
ENSG00000181163	NPM1	nucleophosmin 1	5q35.1	protein_coding	10	1396	0.72	101	16508	0.61	1522	234	15.37	487	32.00	10	Cancer Gene Census
ENSG00000184012	TMPRSS2	transmembrane serine protease 2	21q22.3	protein_coding	10	1396	0.72	122	16508	0.74	1522	212	13.93	415	27.27	10	Cancer Gene Census
ENSG00000187735	TCEA1	transcription elongation factor A1	8q11.23	protein_coding	10	1396	0.72	85	16508	0.51	1522	574	37.71	151	9.92	10	Cancer Gene Census
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	20q11.23	protein_coding	10	1396	0.72	111	16508	0.67	1522	537	35.28	105	6.90	10	Cancer Gene Census
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	11q23.1	protein_coding	10	1396	0.72	41	16508	0.25	1522	285	18.73	285	18.73	10	Cancer Gene Census
ENSG00000072062	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	19p13.12	protein_coding	9	1396	0.64	112	16508	0.68	1522	163	10.71	453	29.76	9	Cancer Gene Census
ENSG00000108946	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	17q24.2	protein_coding	9	1396	0.64	96	16508	0.58	1522	572	37.58	72	4.73	9	Cancer Gene Census
ENSG00000114354	TFG	trafficking from ER to golgi regulator	3q12.2	protein_coding	9	1396	0.64	82	16508	0.50	1522	517	33.97	193	12.68	9	Cancer Gene Census
ENSG00000124795	DEK	DEK proto-oncogene	6p22.3	protein_coding	9	1396	0.64	102	16508	0.62	1522	427	28.06	174	11.43	10	Cancer Gene Census
ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2	19p13.3	protein_coding	9	1396	0.64	116	16508	0.70	1522	128	8.41	504	33.11	9	Cancer Gene Census
ENSG00000127083	OMD	osteomodulin	9q22.31	protein_coding	9	1396	0.64	89	16508	0.54	1522	169	11.10	481	31.60	9	Cancer Gene Census
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	12q21.33	protein_coding	9	1396	0.64	82	16508	0.50	1522	329	21.62	183	12.02	9	Cancer Gene Census
ENSG00000134574	DDB2	damage specific DNA binding protein 2	11p11.2	protein_coding	9	1396	0.64	81	16508	0.49	1522	275	18.07	207	13.60	9	Cancer Gene Census
ENSG00000136238	RAC1	Rac family small GTPase 1	7p22.1	protein_coding	9	1396	0.64	105	16508	0.64	1522	692	45.47	101	6.64	9	Cancer Gene Census
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor	8q24.21	protein_coding	9	1396	0.64	177	16508	1.07	1522	840	55.19	43	2.83	9	Cancer Gene Census
ENSG00000137193	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	6p21.2	protein_coding	9	1396	0.64	106	16508	0.64	1522	425	27.92	162	10.64	10	Cancer Gene Census
ENSG00000147140	NONO	non-POU domain containing octamer binding	Xq13.1	protein_coding	9	1396	0.64	148	16508	0.90	1522	0	0.00	0	0.00	9	Cancer Gene Census
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	10q26.3	protein_coding	9	1396	0.64	77	16508	0.47	1522	178	11.70	402	26.41	8	Cancer Gene Census
ENSG00000183722	LHFPL6	LHFPL tetraspan subfamily member 6	13q13.3, 13q14.11	protein_coding	9	1396	0.64	65	16508	0.39	1522	104	6.83	649	42.64	9	Cancer Gene Census
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	protein_coding	9	1396	0.64	63	16508	0.38	1522	411	27.00	185	12.16	10	Cancer Gene Census
ENSG00000048462	TNFRSF17	TNF receptor superfamily member 17	16p13.13	protein_coding	8	1396	0.57	53	16508	0.32	1522	367	24.11	215	14.13	8	Cancer Gene Census
ENSG00000065057	NTHL1	nth like DNA glycosylase 1	16p13.3	protein_coding	8	1396	0.57	71	16508	0.43	1522	343	22.54	257	16.89	8	Cancer Gene Census
ENSG00000067560	RHOA	ras homolog family member A	3p21.31	protein_coding	8	1396	0.57	143	16508	0.87	1522	59	3.88	680	44.68	6	Cancer Gene Census
ENSG00000071564	TCF3	transcription factor 3	19p13.3	protein_coding	8	1396	0.57	139	16508	0.84	1522	134	8.80	511	33.57	8	Cancer Gene Census
ENSG00000073584	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	17q21.2	protein_coding	8	1396	0.57	91	16508	0.55	1522	452	29.70	145	9.53	8	Cancer Gene Census
ENSG00000105619	TFPT	TCF3 fusion partner	19q13.42	protein_coding	8	1396	0.57	68	16508	0.41	1522	277	18.20	297	19.51	8	Cancer Gene Census
ENSG00000107807	TLX1	T cell leukemia homeobox 1	10q24.31	protein_coding	8	1396	0.57	67	16508	0.41	1522	165	10.84	394	25.89	8	Cancer Gene Census
ENSG00000110367	DDX6	DEAD-box helicase 6	11q23.3	protein_coding	8	1396	0.57	82	16508	0.50	1522	297	19.51	273	17.94	8	Cancer Gene Census
ENSG00000112039	FANCE	FA complementation group E	6p21.31	protein_coding	8	1396	0.57	102	16508	0.62	1522	419	27.53	166	10.91	8	Cancer Gene Census
ENSG00000119537	KDSR	3-ketodihydrosphingosine reductase	18q21.33	protein_coding	8	1396	0.57	65	16508	0.39	1522	176	11.56	527	34.63	8	Cancer Gene Census
ENSG00000129514	FOXA1	forkhead box A1	14q21.1	protein_coding	8	1396	0.57	209	16508	1.27	1522	476	31.27	212	13.93	8	Cancer Gene Census
ENSG00000135446	CDK4	cyclin dependent kinase 4	12q14.1	protein_coding	8	1396	0.57	71	16508	0.43	1522	416	27.33	111	7.29	7	Cancer Gene Census
ENSG00000136014	USP44	ubiquitin specific peptidase 44	12q22	protein_coding	8	1396	0.57	153	16508	0.93	1522	327	21.48	186	12.22	8	Cancer Gene Census
ENSG00000143294	PRCC	proline rich mitotic checkpoint control factor	1q23.1	protein_coding	8	1396	0.57	117	16508	0.71	1522	838	55.06	36	2.37	8	Cancer Gene Census
ENSG00000156052	GNAQ	G protein subunit alpha q	9q21.2	protein_coding	8	1396	0.57	144	16508	0.87	1522	157	10.32	496	32.59	8	Cancer Gene Census
ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	1p36.32	protein_coding	8	1396	0.57	69	16508	0.42	1522	114	7.49	176	11.56	8	Cancer Gene Census
ENSG00000166886	NAB2	NGFI-A binding protein 2	12q13.3	protein_coding	8	1396	0.57	108	16508	0.65	1522	389	25.56	122	8.02	8	Cancer Gene Census
ENSG00000167460	TPM4	tropomyosin 4	19p13.12, 19p13.11	protein_coding	8	1396	0.57	85	16508	0.51	1522	175	11.50	426	27.99	9	Cancer Gene Census
ENSG00000170234	PWWP2A	PWWP domain containing 2A	5q33.3	protein_coding	8	1396	0.57	114	16508	0.69	1522	210	13.80	490	32.19	8	Cancer Gene Census
ENSG00000175832	ETV4	ETS variant transcription factor 4	17q21.31	protein_coding	8	1396	0.57	106	16508	0.64	1522	450	29.57	136	8.94	8	Cancer Gene Census
ENSG00000183813	CCR4	C-C motif chemokine receptor 4	3p22.3	protein_coding	8	1396	0.57	93	16508	0.56	1522	79	5.19	640	42.05	8	Cancer Gene Census
